Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
DRP47,15.75,Low Fat,-1.9618127152464169,Hard Drinks,252.8382,OUT046,Small,Tier 1,Supermarket Type1,6308.455,24
NCY41,13.14231395348837,Low Fat,-2.5853609804779722,Health and Hygiene,35.2532,OUT027,Medium,Tier 3,Supermarket Type3,970.7364,36
FDR59,14.5,Regular Fat,-2.749452957982282,Breads,263.1594,OUT049,Medium,Tier 1,Supermarket Type1,2616.594,22
FDM36,12.277108208955223,Regular Fat,-2.2746771283635465,Baking Goods,172.6422,OUT019,Small,Tier 1,Grocery Store,344.8844,36
NCI42,13.384736495388669,Low Fat,-4.574122201866369,Household,208.4954,OUT027,Medium,Tier 3,Supermarket Type3,3751.1172,36
FDA31,7.1,Low Fat,-2.201528202661258,Fruits and Vegetables,173.808,OUT017,Medium,Tier 2,Supermarket Type1,1211.756,14
FDY33,14.5,Regular Fat,-2.3665605361183717,Snack Foods,159.3262,OUT035,Small,Tier 2,Supermarket Type1,2864.2716,17
FDV40,17.35,Low Fat,-4.218440902412578,Frozen Foods,73.1038,OUT045,Medium,Tier 2,Supermarket Type1,886.8456,19
NCW17,18.0,Low Fat,-3.9391267662515697,Health and Hygiene,128.6994,OUT018,Medium,Tier 3,Supermarket Type2,2441.4886,12
FDN38,6.615,Regular Fat,-2.38710518671755,Canned,248.6408,OUT013,High,Tier 3,Supermarket Type1,3504.7712,34
FDQ11,11.346936274509803,Regular Fat,-2.1325421018730695,Breads,256.3988,OUT019,Small,Tier 1,Grocery Store,256.9988,36
FDG34,11.5,Regular Fat,-3.2795120233141444,Snack Foods,107.5254,OUT045,Medium,Tier 2,Supermarket Type1,325.5762,19
NCN14,19.1,Low Fat,-2.385307202059649,Others,183.7608,OUT049,Medium,Tier 1,Supermarket Type1,4777.7808,22
FDY46,12.987879554655873,Low Fat,-3.043704142618204,Snack Foods,188.3898,OUT027,Medium,Tier 3,Supermarket Type3,5238.5144,36
FDS11,7.05,Regular Fat,-2.8846781373593915,Breads,222.1088,OUT017,Medium,Tier 2,Supermarket Type1,4026.7584,14
NCA53,13.14231395348837,Low Fat,-4.057285452882661,Health and Hygiene,47.1034,OUT019,Small,Tier 1,Grocery Store,145.8102,36
NCN30,16.35,Low Fat,-3.5598482722653673,Household,98.141,OUT010,Medium,Tier 3,Grocery Store,386.164,23
FDW32,18.35,Regular Fat,-2.3613076530024792,Fruits and Vegetables,84.3882,OUT046,Small,Tier 1,Supermarket Type1,1116.5466,24
NCR42,9.105,Low Fat,-2.742474221999789,Household,33.39,OUT010,Medium,Tier 3,Grocery Store,33.29,23
FDU33,7.63,Regular Fat,-2.0048218170651735,Snack Foods,47.0402,OUT035,Small,Tier 2,Supermarket Type1,1470.0864,17
FDN15,12.81734421364985,Low Fat,-3.530195920352118,Meat,140.31799999999998,OUT019,Small,Tier 1,Grocery Store,139.81799999999998,36
FDD51,13.42606890459364,Low Fat,-1.5605443583714924,Dairy,44.2744,OUT019,Small,Tier 1,Grocery Store,90.5488,36
FDF14,7.55,Low Fat,-3.6036226588362634,Canned,152.934,OUT045,Medium,Tier 2,Supermarket Type1,2450.144,19
NCN19,13.853284671532847,Low Fat,-3.854473884590784,Others,189.553,OUT019,Small,Tier 1,Grocery Store,379.506,36
NCO43,5.5,Low Fat,-3.05635280537879,Others,100.1016,OUT013,High,Tier 3,Supermarket Type1,2125.2336,34
FDT19,7.59,Regular Fat,-1.9291862562020747,Fruits and Vegetables,172.908,OUT049,Medium,Tier 1,Supermarket Type1,6231.888000000001,22
DRK12,9.5,Low Fat,-3.173628572261741,Soft Drinks,31.49,OUT013,High,Tier 3,Supermarket Type1,466.06,34
DRM49,6.11,Regular Fat,-1.8821514347005335,Soft Drinks,44.4086,OUT045,Medium,Tier 2,Supermarket Type1,1159.8236,19
FDX43,5.655,Low Fat,-2.4562336222533396,Fruits and Vegetables,164.75,OUT017,Medium,Tier 2,Supermarket Type1,1498.05,14
FDS14,7.285,Low Fat,-2.996643989040277,Dairy,156.5288,OUT035,Small,Tier 2,Supermarket Type1,2356.9320000000002,17
NCK07,10.65,Low Fat,-3.020796103537014,Others,165.2526,OUT049,Medium,Tier 1,Supermarket Type1,3946.8624,22
FDO19,17.7,Regular Fat,-4.135266263101759,Fruits and Vegetables,46.8034,OUT017,Medium,Tier 2,Supermarket Type1,923.4646,14
FDH32,12.8,Low Fat,-2.5770648080357357,Fruits and Vegetables,97.141,OUT013,High,Tier 3,Supermarket Type1,2799.6890000000003,34
NCZ41,19.85,Low Fat,-2.9637910765184783,Health and Hygiene,126.1704,OUT018,Medium,Tier 3,Supermarket Type2,1877.556,12
FDL32,15.7,Regular Fat,-1.584820727078535,Fruits and Vegetables,111.0544,OUT010,Medium,Tier 3,Grocery Store,223.7088,23
FDC44,15.6,Low Fat,-1.7511560739588754,Fruits and Vegetables,114.4518,OUT017,Medium,Tier 2,Supermarket Type1,2390.8878,14
FDQ59,9.8,Regular Fat,-2.876357296819587,Breads,84.2908,OUT013,High,Tier 3,Supermarket Type1,755.0172,34
NCO54,19.5,Low Fat,-4.250127663724905,Household,57.1614,OUT013,High,Tier 3,Supermarket Type1,331.5684,34
DRH36,16.2,Low Fat,-3.3997965632665403,Soft Drinks,74.0696,OUT046,Small,Tier 1,Supermarket Type1,1416.8224,24
FDY35,17.6,Regular Fat,-4.133627054883696,Breads,44.0402,OUT035,Small,Tier 2,Supermarket Type1,597.2226,17
FDA46,13.6,Low Fat,-2.134524322901039,Snack Foods,196.2136,OUT017,Medium,Tier 2,Supermarket Type1,1944.136,14
NCL18,18.85,Low Fat,-1.7864603225396092,Household,193.1136,OUT035,Small,Tier 2,Supermarket Type1,2332.9632,17
FDL57,15.1,Regular Fat,-2.70036335078151,Snack Foods,258.8304,OUT049,Medium,Tier 1,Supermarket Type1,5424.9384,22
NCP50,17.35,Low Fat,-3.920684681097042,Others,79.2618,OUT018,Medium,Tier 3,Supermarket Type2,966.7416,12
FDZ25,12.305705009276437,Regular Fat,-3.771558252111451,Canned,169.87900000000002,OUT019,Small,Tier 1,Grocery Store,339.55800000000005,36
FDH24,20.7,Low Fat,-3.8429105544244435,Baking Goods,157.0288,OUT046,Small,Tier 1,Supermarket Type1,2199.8032,24
FDQ26,13.5,Regular Fat,-2.6844853070742842,Dairy,60.9562,OUT017,Medium,Tier 2,Supermarket Type1,533.3058,14
NCK17,13.14231395348837,Low Fat,-3.454549103685299,Health and Hygiene,40.348,OUT019,Small,Tier 1,Grocery Store,79.896,36
FDO46,12.987879554655873,Regular Fat,-4.258487892697997,Snack Foods,187.3872,OUT027,Medium,Tier 3,Supermarket Type3,2836.308,36
FDW50,13.1,Low Fat,-2.582778515509758,Dairy,168.1158,OUT035,Small,Tier 2,Supermarket Type1,2005.3896,17
FDD29,12.15,Low Fat,-3.9932798081502314,Frozen Foods,254.7698,OUT049,Medium,Tier 1,Supermarket Type1,5073.396,22
FDU26,13.42606890459364,Regular Fat,-2.5953428114379515,Dairy,120.1782,OUT019,Small,Tier 1,Grocery Store,357.5346,36
FDX04,12.867061281337046,Regular Fat,-3.185193376360532,Frozen Foods,46.2376,OUT027,Medium,Tier 3,Supermarket Type3,814.9392,36
FDH31,12.81734421364985,Regular Fat,-3.896527975857183,Meat,98.1042,OUT027,Medium,Tier 3,Supermarket Type3,2777.7176,36
FDJ45,12.5528431372549,Low Fat,-2.051573037089726,Seafood,34.2216,OUT019,Small,Tier 1,Grocery Store,173.108,36
FDX55,15.1,Low Fat,-2.896874557340886,Fruits and Vegetables,216.1166,OUT035,Small,Tier 2,Supermarket Type1,5007.4818,17
FDR02,16.7,Low Fat,-3.8137319999748804,Dairy,110.5886,OUT046,Small,Tier 1,Supermarket Type1,1556.6404,24
NCP55,14.65,Low Fat,-4.49070652001539,Others,55.6614,OUT045,Medium,Tier 2,Supermarket Type1,1049.9666,19
FDT28,13.3,Low Fat,-2.750033400810324,Frozen Foods,151.8708,OUT017,Medium,Tier 2,Supermarket Type1,1655.1788,14
NCJ06,20.1,Low Fat,-3.356741482578138,Household,118.6782,OUT017,Medium,Tier 2,Supermarket Type1,2502.7422,14
FDF08,14.3,Regular Fat,-2.785903721379394,Fruits and Vegetables,89.8856,OUT018,Medium,Tier 3,Supermarket Type2,1406.1696,12
FDT21,7.42,Low Fat,-3.886979722622445,Snack Foods,249.7092,OUT017,Medium,Tier 2,Supermarket Type1,7719.2852,14
FDK22,12.987879554655873,Low Fat,-3.6511916845492958,Snack Foods,214.885,OUT027,Medium,Tier 3,Supermarket Type3,4976.855,36
DRJ11,9.5,Low Fat,-2.464864733476662,Hard Drinks,188.7872,OUT013,High,Tier 3,Supermarket Type1,1701.7848,34
FDH27,7.075,Low Fat,-2.326254885343425,Dairy,141.8128,OUT010,Medium,Tier 3,Grocery Store,143.8128,23
FDU52,12.867061281337046,Low Fat,-2.192345593956207,Frozen Foods,157.063,OUT019,Small,Tier 1,Grocery Store,312.926,36
FDK50,7.96,Low Fat,-3.8493278228206114,Canned,160.7894,OUT017,Medium,Tier 2,Supermarket Type1,3235.788,14
DRJ01,6.135,Low Fat,-2.1605154241647537,Soft Drinks,160.5236,OUT045,Medium,Tier 2,Supermarket Type1,2094.6068,19
FDC21,14.6,Regular Fat,-3.143447995537864,Fruits and Vegetables,109.7254,OUT018,Medium,Tier 3,Supermarket Type2,651.1524,12
FDX39,14.3,Regular Fat,-3.0022301994214353,Meat,212.4586,OUT046,Small,Tier 1,Supermarket Type1,3799.0548,24
NCY54,13.384736495388669,Low Fat,-1.7325418546646063,Household,172.1422,OUT027,Medium,Tier 3,Supermarket Type3,5000.8238,36
FDD58,12.987879554655873,Low Fat,-2.264152064983269,Snack Foods,100.67,OUT019,Small,Tier 1,Grocery Store,399.48,36
FDW12,8.315,Regular Fat,-3.334165331329118,Baking Goods,147.1444,OUT045,Medium,Tier 2,Supermarket Type1,870.8664,19
DRE01,10.1,Low Fat,-1.2737390748088049,Soft Drinks,241.8512,OUT010,Medium,Tier 3,Grocery Store,484.7024,23
FDT16,9.895,Regular Fat,-3.0212959784351114,Frozen Foods,262.1278,OUT049,Medium,Tier 1,Supermarket Type1,3904.917,22
FDC16,11.5,Regular Fat,-3.8782903530151422,Dairy,85.054,OUT017,Medium,Tier 2,Supermarket Type1,1731.08,14
FDK52,18.25,Low Fat,-2.5339875806259635,Frozen Foods,226.0062,OUT049,Medium,Tier 1,Supermarket Type1,1805.6496,22
FDS23,4.635,Low Fat,-1.9597821448240054,Breads,127.0994,OUT046,Small,Tier 1,Supermarket Type1,1927.491,24
FDI41,18.5,Regular Fat,-2.7766746743846853,Frozen Foods,145.8418,OUT035,Small,Tier 2,Supermarket Type1,5591.3884,17
FDG33,5.365,Regular Fat,-1.9603327434573645,Seafood,173.5764,OUT018,Medium,Tier 3,Supermarket Type2,2061.3168,12
NCM31,6.095,Low Fat,-2.5068163642339494,Others,140.3154,OUT018,Medium,Tier 3,Supermarket Type2,1843.6002,12
NCY53,13.14231395348837,Low Fat,-2.8439018663356443,Health and Hygiene,110.4544,OUT027,Medium,Tier 3,Supermarket Type3,4250.4672,36
FDY55,16.75,Low Fat,-2.507807221642963,Fruits and Vegetables,257.0988,OUT049,Medium,Tier 1,Supermarket Type1,6424.97,22
FDQ21,21.25,Low Fat,-3.939259421996133,Snack Foods,120.8756,OUT045,Medium,Tier 2,Supermarket Type1,1575.2828,19
NCD18,13.384736495388669,Low Fat,-2.626693045386445,Household,230.2668,OUT027,Medium,Tier 3,Supermarket Type3,8062.838000000001,36
FDV09,12.1,Low Fat,-3.8783503949575024,Snack Foods,148.5734,OUT017,Medium,Tier 2,Supermarket Type1,1336.2606,14
FDI19,15.1,Low Fat,-2.4349186775628624,Meat,242.2512,OUT010,Medium,Tier 3,Grocery Store,484.7024,23
FDY47,8.6,Regular Fat,-2.951439014848579,Breads,131.531,OUT049,Medium,Tier 1,Supermarket Type1,2466.7889999999998,22
DRH37,17.6,Low Fat,-3.177708473990318,Soft Drinks,164.2526,OUT049,Medium,Tier 1,Supermarket Type1,1315.6208,22
NCL19,15.35,Low Fat,-4.155609662851308,Others,144.047,OUT046,Small,Tier 1,Supermarket Type1,286.29400000000004,24
DRI11,8.26,Low Fat,-3.3697632224973275,Hard Drinks,115.7834,OUT035,Small,Tier 2,Supermarket Type1,2073.3012,17
NCC19,6.57,Low Fat,-2.3342762548993607,Household,191.482,OUT046,Small,Tier 1,Supermarket Type1,5020.1320000000005,24
FDS01,11.6,Low Fat,-4.027586225449323,Canned,177.0686,OUT018,Medium,Tier 3,Supermarket Type2,1422.1488,12
FDX31,20.35,Regular Fat,-4.20575903280768,Fruits and Vegetables,232.3958,OUT017,Medium,Tier 2,Supermarket Type1,6076.0908,14
NCL55,12.15,Low Fat,-2.7881354121790034,Others,254.90400000000002,OUT046,Small,Tier 1,Supermarket Type1,4048.0640000000003,24
FDW16,17.35,Regular Fat,-3.1835154860733685,Frozen Foods,93.7804,OUT013,High,Tier 3,Supermarket Type1,2848.2924,34
FDT49,7.0,Low Fat,-1.8877930364139532,Canned,107.728,OUT046,Small,Tier 1,Supermarket Type1,2024.0320000000002,24
FDW13,8.5,Low Fat,-2.324797358938967,Canned,50.5324,OUT013,High,Tier 3,Supermarket Type1,882.8508,34
NCG30,13.384736495388669,Low Fat,-1.6262791686213076,Household,125.8046,OUT019,Small,Tier 1,Grocery Store,249.0092,36
FDC14,14.5,Regular Fat,-3.1865731448735612,Canned,42.0454,OUT049,Medium,Tier 1,Supermarket Type1,377.5086,22
FDS15,9.195,Regular Fat,-2.035176327290641,Meat,106.4596,OUT010,Medium,Tier 3,Grocery Store,215.7192,23
FDS32,17.75,Regular Fat,-3.5166076271130606,Fruits and Vegetables,140.3838,OUT049,Medium,Tier 1,Supermarket Type1,1404.838,22
FDE09,8.775,Low Fat,-3.7539059193435325,Fruits and Vegetables,111.3228,OUT049,Medium,Tier 1,Supermarket Type1,1436.7964,22
FDM12,16.7,Regular Fat,-2.6548060705834713,Baking Goods,189.6214,OUT017,Medium,Tier 2,Supermarket Type1,2826.321,14
FDT57,15.2,Low Fat,-3.9599337638881527,Snack Foods,238.2248,OUT049,Medium,Tier 1,Supermarket Type1,3555.3720000000003,22
FDM32,20.5,Low Fat,-3.882219961171451,Fruits and Vegetables,91.083,OUT046,Small,Tier 1,Supermarket Type1,539.298,24
NCS38,13.384736495388669,Low Fat,-2.691471124160287,Household,115.2176,OUT027,Medium,Tier 3,Supermarket Type3,1030.6584,36
NCW30,5.21,Low Fat,-4.503320255228893,Household,257.8962,OUT017,Medium,Tier 2,Supermarket Type1,4402.9354,14
FDD21,10.3,Regular Fat,-3.891867572728054,Fruits and Vegetables,115.7176,OUT017,Medium,Tier 2,Supermarket Type1,1717.764,14
FDH35,18.25,Low Fat,-2.807721862354079,Starchy Foods,165.9526,OUT049,Medium,Tier 1,Supermarket Type1,1644.526,22
NCX17,21.25,Low Fat,-2.1730155870381123,Health and Hygiene,232.83,OUT045,Medium,Tier 2,Supermarket Type1,1398.18,19
NCI29,8.6,Low Fat,-3.4229714147023094,Health and Hygiene,142.9154,OUT035,Small,Tier 2,Supermarket Type1,992.7078,17
FDL24,10.3,Regular Fat,-3.691470929086468,Baking Goods,172.0422,OUT049,Medium,Tier 1,Supermarket Type1,3966.1706,22
FDI46,9.5,Low Fat,-2.59903525302406,Snack Foods,251.9724,OUT046,Small,Tier 1,Supermarket Type1,3523.4136,24
DRQ35,9.3,Low Fat,-3.163359427844739,Hard Drinks,125.4388,OUT035,Small,Tier 2,Supermarket Type1,3715.164,17
FDM04,9.195,Regular Fat,-3.0494043106975783,Frozen Foods,50.8666,OUT017,Medium,Tier 2,Supermarket Type1,871.5322,14
NCJ17,7.68,Low Fat,-1.8781943498781823,Health and Hygiene,84.9224,OUT045,Medium,Tier 2,Supermarket Type1,1619.2256,19
NCJ18,13.384736495388669,Low Fat,-1.813097263370091,Household,116.6124,OUT027,Medium,Tier 3,Supermarket Type3,3199.8348,36
DRF13,12.1,Low Fat,-3.5118465241526575,Soft Drinks,144.4444,OUT045,Medium,Tier 2,Supermarket Type1,3628.61,19
FDB39,11.6,Low Fat,-3.2567938109390036,Dairy,57.7272,OUT035,Small,Tier 2,Supermarket Type1,503.3448,17
FDT52,9.695,Regular Fat,-3.0444439348048578,Frozen Foods,246.2144,OUT018,Medium,Tier 3,Supermarket Type2,3675.216,12
FDT60,12.0,Low Fat,-2.582982959805445,Baking Goods,121.9388,OUT046,Small,Tier 1,Supermarket Type1,3219.8088,24
FDM34,19.0,Low Fat,-2.6964046940111217,Snack Foods,132.9626,OUT046,Small,Tier 1,Supermarket Type1,1967.4389999999999,24
FDY27,6.38,Low Fat,-3.4460390065830766,Dairy,179.5344,OUT013,High,Tier 3,Supermarket Type1,4103.9912,34
FDP08,20.5,Regular Fat,-2.18357600036389,Fruits and Vegetables,195.5478,OUT045,Medium,Tier 2,Supermarket Type1,3874.9559999999997,19
FDP59,11.346936274509803,Regular Fat,-2.878975969250341,Breads,103.1648,OUT027,Medium,Tier 3,Supermarket Type3,1973.4312,36
FDQ11,5.695,Regular Fat,-2.688590132472551,Breads,257.4988,OUT018,Medium,Tier 3,Supermarket Type2,3083.9856,12
FDV01,19.2,Regular Fat,-1.950592191730874,Canned,153.8314,OUT010,Medium,Tier 3,Grocery Store,155.1314,23
FDX31,20.35,Regular Fat,-4.212232013329587,Fruits and Vegetables,234.9958,OUT013,High,Tier 3,Supermarket Type1,5842.395,34
NCX54,9.195,Low Fat,-2.520214239126696,Household,107.7622,OUT010,Medium,Tier 3,Grocery Store,105.8622,23
DRC12,17.85,Low Fat,-3.2749246192694486,Soft Drinks,191.6188,OUT035,Small,Tier 2,Supermarket Type1,2475.4444,17
FDU11,11.346936274509803,Low Fat,-2.384388990652591,Breads,120.7098,OUT027,Medium,Tier 3,Supermarket Type3,3735.8038,36
NCB30,14.6,Low Fat,-3.6611477958118597,Household,199.9084,OUT046,Small,Tier 1,Supermarket Type1,2380.9008,24
FDS27,10.195,Regular Fat,-4.383354876396495,Meat,195.41099999999997,OUT045,Medium,Tier 2,Supermarket Type1,2749.7540000000004,19
FDX16,17.85,Low Fat,-2.776706629192589,Frozen Foods,148.005,OUT018,Medium,Tier 3,Supermarket Type2,898.83,12
NCL53,7.5,Low Fat,-3.318564566599278,Health and Hygiene,176.1028,OUT013,High,Tier 3,Supermarket Type1,1948.1308,34
NCZ30,6.59,Low Fat,-3.6405432215272864,Household,121.6098,OUT045,Medium,Tier 2,Supermarket Type1,2410.196,19
FDB15,10.895,Low Fat,-1.9835162856191546,Dairy,262.2568,OUT017,Medium,Tier 2,Supermarket Type1,3954.8520000000003,14
FDY51,12.81734421364985,Low Fat,-2.5164972971094257,Meat,220.8798,OUT027,Medium,Tier 3,Supermarket Type3,6170.6344,36
NCT18,14.6,Low Fat,-2.8177338480404437,Household,179.6976,OUT017,Medium,Tier 2,Supermarket Type1,5070.7328,14
FDL32,13.224769381746812,Regular Fat,-1.5398008904566296,Fruits and Vegetables,111.6544,OUT019,Small,Tier 1,Grocery Store,335.5632,36
FDK46,9.6,Low Fat,-2.9627414838294266,Snack Foods,258.062,OUT018,Medium,Tier 3,Supermarket Type2,2856.282,12
FDI22,12.987879554655873,Low Fat,-1.7810833681464602,Snack Foods,211.0612,OUT019,Small,Tier 1,Grocery Store,418.1224,36
FDF21,10.3,Regular Fat,-3.0429290198881667,Fruits and Vegetables,189.053,OUT045,Medium,Tier 2,Supermarket Type1,5313.084,19
FDR34,17.0,Regular Fat,-4.131696646350578,Snack Foods,228.4352,OUT017,Medium,Tier 2,Supermarket Type1,8245.2672,14
FDJ50,8.645,Low Fat,-3.83415663348691,Canned,50.6982,OUT049,Medium,Tier 1,Supermarket Type1,736.3748,22
FDC34,16.0,Regular Fat,-1.754303651047617,Snack Foods,155.2972,OUT049,Medium,Tier 1,Supermarket Type1,3583.3356,22
FDW51,6.155,Regular Fat,-2.353399807182529,Meat,213.456,OUT018,Medium,Tier 3,Supermarket Type2,2556.672,12
FDR28,13.85,Regular Fat,-3.6538371506763627,Frozen Foods,165.12099999999998,OUT035,Small,Tier 2,Supermarket Type1,2936.178,17
FDV60,12.277108208955223,Regular Fat,-1.5823851846688475,Baking Goods,198.011,OUT019,Small,Tier 1,Grocery Store,392.82199999999995,36
FDI45,13.1,Low Fat,-3.2756097347050774,Fruits and Vegetables,173.8054,OUT017,Medium,Tier 2,Supermarket Type1,2801.6864,14
NCB30,13.384736495388669,Low Fat,-3.1010344798007328,Household,196.5084,OUT019,Small,Tier 1,Grocery Store,198.4084,36
DRO59,11.8,Low Fat,-2.9102783070320317,Hard Drinks,77.0012,OUT017,Medium,Tier 2,Supermarket Type1,2277.036,14
FDU12,15.5,Regular Fat,-2.5804918201987763,Baking Goods,265.5568,OUT035,Small,Tier 2,Supermarket Type1,4482.1656,17
NCX18,14.15,Low Fat,-4.218594022711085,Household,196.91099999999997,OUT010,Medium,Tier 3,Grocery Store,392.82199999999995,23
NCH30,13.384736495388669,Low Fat,-2.705620300702829,Household,114.186,OUT027,Medium,Tier 3,Supermarket Type3,1924.162,36
FDE11,13.69073076923077,Regular Fat,-1.441656511560274,Starchy Foods,184.1924,OUT019,Small,Tier 1,Grocery Store,185.0924,36
FDE32,20.7,Low Fat,-3.015226864298301,Fruits and Vegetables,39.9506,OUT017,Medium,Tier 2,Supermarket Type1,872.8638,14
FDP25,15.2,Low Fat,-3.3383059944301494,Canned,216.7824,OUT010,Medium,Tier 3,Grocery Store,436.7648,23
NCM29,11.5,Low Fat,-4.037648985474717,Health and Hygiene,132.7626,OUT035,Small,Tier 2,Supermarket Type1,2885.5772,17
FDQ21,21.25,Low Fat,-3.9397318748510513,Snack Foods,120.8756,OUT049,Medium,Tier 1,Supermarket Type1,1454.1072,22
FDN24,14.1,Low Fat,-2.1780036191767365,Baking Goods,54.5956,OUT046,Small,Tier 1,Supermarket Type1,1037.3164,24
DRY23,9.395,Regular Fat,-2.2098831845011584,Soft Drinks,41.3112,OUT017,Medium,Tier 2,Supermarket Type1,255.6672,14
FDW04,12.867061281337046,Regular Fat,-3.254749345459229,Frozen Foods,130.531,OUT027,Medium,Tier 3,Supermarket Type3,5582.733,36
FDM01,7.895,Regular Fat,-2.354379481329253,Breakfast,101.1332,OUT018,Medium,Tier 3,Supermarket Type2,1332.9316,12
NCW29,14.0,Low Fat,-3.539555788454349,Health and Hygiene,131.33100000000002,OUT017,Medium,Tier 2,Supermarket Type1,3635.268,14
FDG33,5.365,Regular Fat,-1.9652305671330481,Seafood,172.0764,OUT013,High,Tier 3,Supermarket Type1,2748.4224,34
FDV51,16.35,Low Fat,-3.419678612387457,Meat,165.7842,OUT017,Medium,Tier 2,Supermarket Type1,1823.6262,14
NCQ18,15.75,Low Fat,-1.9963009076929163,Household,100.37,OUT017,Medium,Tier 2,Supermarket Type1,1298.31,14
NCL53,7.5,Low Fat,-3.3136667295192077,Health and Hygiene,177.9028,OUT018,Medium,Tier 3,Supermarket Type2,1416.8224,12
FDQ39,14.8,Low Fat,-2.554074357093557,Meat,189.3846,OUT013,High,Tier 3,Supermarket Type1,4777.115,34
FDF46,7.07,Low Fat,-2.3623242906641573,Snack Foods,115.8834,OUT017,Medium,Tier 2,Supermarket Type1,1036.6506,14
NCA06,20.5,Low Fat,-1.9413758127137868,Household,34.719,OUT049,Medium,Tier 1,Supermarket Type1,768.9989999999999,22
FDV26,13.42606890459364,Regular Fat,-2.0147996333869007,Dairy,193.0794,OUT019,Small,Tier 1,Grocery Store,975.3969999999999,36
FDJ04,18.0,Low Fat,-2.0840238966500295,Frozen Foods,119.9124,OUT035,Small,Tier 2,Supermarket Type1,948.0992,17
FDE28,9.5,Regular Fat,-1.5057245385698212,Frozen Foods,231.8668,OUT010,Medium,Tier 3,Grocery Store,230.3668,23
NCZ29,15.0,Low Fat,-2.6406897653136774,Health and Hygiene,125.7362,OUT013,High,Tier 3,Supermarket Type1,3020.0688,34
FDW43,20.1,Regular Fat,-3.797568347123869,Fruits and Vegetables,226.3036,OUT046,Small,Tier 1,Supermarket Type1,910.8144,24
FDZ49,11.0,Regular Fat,-2.0147583585063216,Canned,219.7798,OUT049,Medium,Tier 1,Supermarket Type1,2644.5576,22
NCJ05,18.7,Low Fat,-3.077385854654394,Health and Hygiene,151.5682,OUT035,Small,Tier 2,Supermarket Type1,1982.0866,17
NCP29,13.14231395348837,Low Fat,-2.2422030402029414,Health and Hygiene,64.2168,OUT027,Medium,Tier 3,Supermarket Type3,1278.336,36
FDS16,15.15,Regular Fat,-2.711357850347713,Frozen Foods,147.976,OUT018,Medium,Tier 3,Supermarket Type2,732.38,12
FDZ45,14.1,Low Fat,-2.703361853598966,Snack Foods,196.7084,OUT049,Medium,Tier 1,Supermarket Type1,3174.5344,22
NCP29,8.42,Low Fat,-1.671746101279524,Health and Hygiene,65.4168,OUT010,Medium,Tier 3,Grocery Store,127.8336,23
FDZ58,12.987879554655873,Low Fat,-2.9579704702461846,Snack Foods,121.0072,OUT027,Medium,Tier 3,Supermarket Type3,2940.1728,36
